root_id,root,canonical_pattern,aliases,scope,root_type,demand_category,primary_intent,applicable_domains,example_keywords,status,evidence_level,validation_basis,evidence_ref,source_name,source_url,added_at,last_verified_at,notes
root-sats-to-usd,sats to usd,sats to usd,,domain,domain_pattern,convert,tool,bitcoin,sats to usd; satoshi to usd,verified,L2,Observed recurring demand family in Semrush US batch (22 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#sats-to-usd,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-personality-test,personality test,x personality test,,domain,domain_pattern,evaluate,interactive,identity;psychology,big five personality test; personality test,verified,L2,Observed recurring demand family in Semrush US batch (22 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#personality-test,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-pet-name,pet name,x pet name,,domain,domain_pattern,generate,tool,pet,pet name generator; dog name generator,verified,L2,Observed recurring demand family in Semrush US batch (21 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#pet-name,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-attachment-style,attachment style,x attachment style,,domain,domain_topic,identify,mixed,relationships;psychology,attachment style test; attachment style meaning,verified,L2,Observed recurring demand family in Semrush US batch (29 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#attachment-style,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-dog-breed,dog breed,x dog breed,,domain,domain_topic,identify,informational,pet,dog breed comparison; dog breed identifier,verified,L2,Observed recurring demand family in Semrush US batch (24 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#dog-breed,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-travel-itinerary,travel itinerary,x travel itinerary,,domain,domain_pattern,plan,mixed,travel,travel itinerary template; japan travel itinerary,verified,L2,Observed recurring demand family in Semrush US batch (27 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#travel-itinerary,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-trip-planner,trip planner,x trip planner,,domain,domain_pattern,plan,tool,travel,trip planner; road trip planner,verified,L2,Observed recurring demand family in Semrush US batch (30 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#trip-planner,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-bitcoin-halving,bitcoin halving,x bitcoin halving,,domain,domain_topic,time,informational,bitcoin,bitcoin halving countdown; next bitcoin halving,verified,L2,Observed recurring demand family in Semrush US batch (23 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#bitcoin-halving,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-stats-tracker,stats tracker,x stats tracker,,domain,domain_pattern,track,tool,gaming;sports,fortnite stats tracker; player stats tracker,verified,L2,Observed recurring demand family in Semrush US batch (12 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#stats-tracker,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-angel-number-meaning,angel number meaning,x angel number meaning,,domain,domain_pattern,understand,informational,spirituality;numerology,1111 angel number meaning; 999 angel number meaning,verified,L2,Observed recurring demand family in Semrush US batch (25 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#angel-number-meaning,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-cat-behavior,cat behavior,why does my cat x,,domain,domain_pattern,understand,informational,pet,cat behavior meaning; why does my cat knead me,verified,L2,Observed recurring demand family in Semrush US batch (20 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#cat-behavior,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-dream-about,dream about,dream about x,,domain,domain_pattern,understand,informational,dreams,dream about someone; dream about snakes,verified,L2,Observed recurring demand family in Semrush US batch (4 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#dream-about,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-dream-interpretation,dream interpretation,dream interpretation,,domain,domain_topic,understand,mixed,dreams,dream interpretation; online dream interpretation,verified,L2,Observed recurring demand family in Semrush US batch (9 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#dream-interpretation,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-dream-meaning,dream meaning,x dream meaning,,domain,domain_topic,understand,informational,dreams,snake dream meaning; fever dream meaning,verified,L2,Observed recurring demand family in Semrush US batch (13 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#dream-meaning,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-spiritual-meaning,spiritual meaning,x spiritual meaning,,domain,domain_pattern,understand,informational,spirituality,dragonfly spiritual meaning; ear ringing spiritual meaning,verified,L2,Observed recurring demand family in Semrush US batch (18 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#spiritual-meaning,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-tarot-card-meaning,tarot card meaning,x tarot card meaning,,domain,domain_pattern,understand,informational,tarot,the hanged man tarot card meaning,verified,L2,Observed recurring demand family in Semrush US batch (23 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#tarot-card-meaning,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,
root-affordability,affordability,x affordability,,domain,domain_topic,calculate,commercial,finance;real_estate,home affordability calculator; rent affordability,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-amortization,amortization,x amortization,,domain,domain_topic,calculate,commercial,finance;real_estate,amortization calculator; amortization schedule,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-bakers-percentage,baker's percentage,baker's percentage,,domain,domain_topic,calculate,tool,baking,baker's percentage calculator; baker percentage,verified,L2,Observed as a recurring bread-formulation and calculation demand family across independent baking sites and calculator SERPs.,references/baking-fermentation-demand-evidence-2026-08-22.md#bakers-percentage,Root Library internal hypothesis | Baking/Fermentation SERP & site research 2026-08-22,https://breadtopia.com/sourdough-no-knead-bread/ | https://calculators.sg/bakers-percentage-calculator/ | https://loafmath.com/bakers-percentage-calculator/,2026-08-22,2026-08-22,
root-bitcoin-mining,bitcoin mining,x bitcoin mining,,domain,domain_topic,calculate,mixed,bitcoin,bitcoin mining calculator; bitcoin mining profitability calculator; calculate bitcoin mining profit,verified,L2,Observed recurring demand family in Semrush US batch (20 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#bitcoin-mining,Root Library internal hypothesis | Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,Promoted from internal hypothesis after recurring real-keyword evidence in the 2026-08-22 Semrush US batch.
root-bpm-calculator,bpm calculator,x bpm calculator,,domain,domain_pattern,calculate,tool,music,bpm calculator; tempo calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-caffeine-calculator,caffeine calculator,x caffeine calculator,,domain,domain_pattern,calculate,tool,coffee;food,coffee caffeine calculator; caffeine intake calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-coffee-ratio,coffee ratio,x coffee ratio,,domain,domain_topic,calculate,mixed,coffee,coffee ratio calculator; pour over coffee ratio,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-coffee-to-water-ratio,coffee to water ratio,coffee to water ratio,,domain,domain_pattern,calculate,mixed,coffee,coffee to water ratio; french press ratio,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-crafting-calculator,crafting calculator,x crafting calculator,,domain,domain_pattern,calculate,tool,gaming,minecraft crafting calculator; crafting calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-damage-calculator,damage calculator,x damage calculator,,domain,domain_pattern,calculate,tool,gaming,damage calculator; game damage calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-espresso-ratio,espresso ratio,x espresso ratio,,domain,domain_topic,calculate,mixed,coffee,espresso ratio; espresso brew ratio,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-hydration-calculator,hydration calculator,x hydration calculator,,domain,domain_pattern,calculate,tool,baking,bread hydration calculator; sourdough hydration calculator,verified,L2,Observed as a repeated sourdough/bread calculation demand family across independent calculator implementations.,references/baking-fermentation-demand-evidence-2026-08-22.md#hydration-calculator,Root Library internal hypothesis | Baking/Fermentation SERP & site research 2026-08-22,https://www.sourdoughforge.com/en/tools/sourdough-hydration-calculator | https://sourdoughhydration.com/ | https://www.theperfectloaf.com/starter-and-levain-calculator/,2026-08-22,2026-08-22,
root-interest,interest,x interest,,domain,domain_topic,calculate,commercial,finance,interest calculator; compound interest,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-mortgage,mortgage,x mortgage,,domain,domain_topic,calculate,commercial,finance;real_estate,mortgage calculator; mortgage rates,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-recipe-scaler,recipe scaler,recipe scaler,,domain,domain_pattern,calculate,tool,food;baking,recipe scaler; recipe scaling calculator,verified,L2,Observed as a recurring recipe-scaling tool demand across independent baking/cooking sites.,references/baking-fermentation-demand-evidence-2026-08-22.md#recipe-scaler,Root Library internal hypothesis | Baking/Fermentation SERP & site research 2026-08-22,https://recipescalculator.com/ | https://www.awesomecuisine.com/food-calculators/baking-recipe-scaling-calculator/,2026-08-22,2026-08-22,
root-relationship-calculator,relationship calculator,x relationship calculator,,domain,domain_pattern,calculate,tool,genealogy;relationships,cousin relationship calculator; family relationship calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-retirement,retirement,x retirement,,domain,domain_topic,calculate,commercial,finance,retirement calculator; retirement income,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-sourdough-calculator,sourdough calculator,sourdough calculator,,domain,domain_pattern,calculate,tool,baking,sourdough calculator; sourdough hydration calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-tax,tax,x tax,,domain,domain_topic,calculate,commercial,finance,tax calculator; tax brackets,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-travel-budget,travel budget,x travel budget,,domain,domain_pattern,calculate,tool,travel,travel budget calculator; calculate travel budget; japan travel budget calculator,verified,L2,Observed recurring demand family in Semrush US batch (18 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#travel-budget,Root Library internal hypothesis | Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,Promoted from internal hypothesis after recurring real-keyword evidence in the 2026-08-22 Semrush US batch.
root-wedding-alcohol-calculator,wedding alcohol calculator,wedding alcohol calculator,,domain,domain_pattern,calculate,tool,wedding,wedding alcohol calculator; drink calculator wedding,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-toxic-foods-for-dogs,toxic foods for dogs,is x toxic to dogs,,domain,domain_pattern,check,informational,pet,is chocolate toxic to dogs; toxic foods for dogs,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-perfume-dupes,perfume dupes,x perfume dupes,,domain,domain_pattern,compare,commercial,fragrance,perfume dupes; fragrance dupes,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-perfumes-similar-to,perfumes similar to,perfumes similar to x,,domain,domain_pattern,compare,commercial,fragrance,perfumes similar to sauvage; fragrances similar to x,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-rent-vs-buy,rent vs buy,rent vs buy,,domain,domain_pattern,compare,commercial,real_estate;finance,rent vs buy calculator; rent vs buy,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-pan-conversion,pan conversion,x pan conversion,,domain,domain_pattern,convert,tool,baking,cake pan conversion; baking pan converter,verified,L2,Observed as a repeated recipe-to-pan conversion demand across editorial content and dedicated calculators.,references/baking-fermentation-demand-evidence-2026-08-22.md#pan-conversion,Root Library internal hypothesis | Baking/Fermentation SERP & site research 2026-08-22,https://www.seriouseats.com/how-to-resize-cake-recipes-to-fit-any-pan | https://sugarpursuit.com/cake-pan-conversion-calculator/ | https://www.iseekfriend.com/tool/cake-pan-conversion-calculator/,2026-08-22,2026-08-22,
root-transpose,transpose,x transpose,,domain,domain_pattern,convert,tool,music,transpose chords; song transpose,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-cover-letter,cover letter,x cover letter,,domain,domain_topic,create,commercial,careers;documents,cover letter generator; cover letter examples,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-invoice,invoice,x invoice,,domain,domain_topic,create,commercial,business;documents,invoice generator; invoice template,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-proposal,proposal,x proposal,,domain,domain_topic,create,commercial,business;documents,proposal template; proposal generator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-receipt,receipt,x receipt,,domain,domain_topic,create,commercial,business;documents,receipt generator; receipt template,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-resume,resume,x resume,,domain,domain_topic,create,commercial,careers;documents,resume builder; resume examples,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-fragrance-by-season,fragrance by season,x fragrance for season,,domain,domain_pattern,decide,commercial,fragrance,best fragrance for summer; winter perfume,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-day-trips-from,day trips from,day trips from x,,domain,domain_pattern,discover,informational,travel,day trips from tokyo; day trips from london,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-interactive-map-gaming,interactive map gaming,x game interactive map,,domain,domain_pattern,discover,tool,gaming,elden ring interactive map; game interactive map,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-night-sky-map,night sky map,night sky map,,domain,domain_pattern,discover,tool,astronomy,night sky map; interactive night sky map,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-dna-relationship,dna relationship,x dna relationship,,domain,domain_topic,estimate,informational,genealogy,dna relationship chart; dna relationship estimator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-fragrance-longevity,fragrance longevity,x fragrance longevity,,domain,domain_topic,evaluate,informational,fragrance,perfume longevity; fragrance longevity,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-chord-finder,chord finder,x chord finder,,domain,domain_pattern,find,tool,music,guitar chord finder; piano chord finder,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-constellation-finder,constellation finder,x constellation finder,,domain,domain_pattern,find,tool,astronomy,constellation finder; star finder,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-perfume-finder,perfume finder,x perfume finder,,domain,domain_pattern,find,tool,fragrance,perfume finder; fragrance finder quiz,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-scale-finder,scale finder,x scale finder,,domain,domain_pattern,find,tool,music,guitar scale finder; piano scale finder,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-chord-progression,chord progression,x chord progression,,domain,domain_topic,generate,mixed,music,chord progression generator; chord progression ideas,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-wedding-vows,wedding vows,x wedding vows,,domain,domain_topic,generate,informational,wedding,wedding vows examples; vow generator,verified,L2,Observed wedding-vow writing as a recurring ceremony-planning demand across The Knot and Zola.,references/wedding-demand-evidence-2026-08-22.md#wedding-vows,Root Library internal hypothesis | Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/wedding-planning | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,
root-key-finder,key finder,x key finder,,domain,domain_pattern,identify,tool,music,song key finder; key finder music,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-love-language,love language,x love language,,domain,domain_topic,identify,interactive,relationships,love language test; love language quiz,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-personality-type,personality type,x personality type,,domain,domain_pattern,identify,informational,identity;psychology,personality type test; personality types,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-tarot-reading,tarot reading,x tarot reading,,domain,domain_topic,interpret,mixed,tarot,free tarot reading; love tarot reading,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-dog-training,dog training,x dog training,,domain,domain_topic,learn,informational,pet,dog training guide; puppy training schedule,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-quest-guide,quest guide,x quest guide,,domain,domain_pattern,learn,informational,gaming,quest guide; game quest walkthrough,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-ancestor-lookup,ancestor lookup,x ancestor lookup,,domain,domain_pattern,lookup,tool,genealogy,ancestor lookup; genealogy record lookup,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-bitcoin-address-lookup,bitcoin address lookup,bitcoin address lookup,,domain,domain_pattern,lookup,tool,bitcoin,bitcoin address lookup; btc address lookup,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-bitcoin-price-history,bitcoin price history,bitcoin price on x,,domain,domain_pattern,lookup,informational,bitcoin,bitcoin price on date; bitcoin historical price,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-bitcoin-transaction-lookup,bitcoin transaction lookup,bitcoin transaction lookup,,domain,domain_pattern,lookup,tool,bitcoin,bitcoin transaction lookup; transaction id lookup,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-grind-size,grind size,x grind size,,domain,domain_topic,lookup,informational,coffee,coffee grind size; espresso grind size,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-item-database,item database,x item database,,domain,domain_pattern,lookup,resource,gaming,game item database; weapon database,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-moon-phase,moon phase,x moon phase,,domain,domain_topic,lookup,tool,astronomy,moon phase today; moon phase calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-perfume-notes,perfume notes,x perfume notes,,domain,domain_topic,lookup,informational,fragrance,perfume notes; fragrance notes,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-planets-visible-tonight,planets visible tonight,planets visible tonight,,domain,domain_pattern,lookup,informational,astronomy,what planets are visible tonight,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-visa-requirements,visa requirements,x visa requirements,,domain,domain_pattern,lookup,informational,travel;immigration,japan visa requirements; schengen visa requirements,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-vocal-range,vocal range,x vocal range,,domain,domain_topic,measure,tool,music,vocal range test; vocal range calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-family-tree,family tree,x family tree,,domain,domain_topic,organize,tool,genealogy,family tree maker; family tree template,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-guest-list,guest list,x guest list,,domain,domain_topic,organize,tool,wedding;events,wedding guest list; guest list manager,verified,L2,"Observed guest-list management as a recurring wedding planning job across The Knot, WeddingWire, and Zola.",references/wedding-demand-evidence-2026-08-22.md#guest-list,Root Library internal hypothesis | Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/content/wedding-planning-spreadsheet | https://www.weddingwire.com/wedding-planning.html | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,
root-seating-chart,seating chart,x seating chart,,domain,domain_topic,organize,tool,wedding;events,wedding seating chart; seating chart maker,verified,L2,"Observed seating-chart creation as a recurring wedding planning job across WeddingWire, The Knot, and Zola.",references/wedding-demand-evidence-2026-08-22.md#seating-chart,Root Library internal hypothesis | Wedding cross-domain SERP/site audit 2026-08-22,https://www.weddingwire.com/wedding-planning/wedding-seating-tables.html | https://www.theknot.com/content/12-month-wedding-planning-countdown | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,
root-timesheet,timesheet,x timesheet,,domain,domain_topic,organize,commercial,business;hr,timesheet template; timesheet calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-wedding-budget,wedding budget,x wedding budget,,domain,domain_topic,plan,mixed,wedding,wedding budget calculator; wedding budget template,verified,L2,"Observed recurring wedding-budget demand/tools across The Knot, WeddingWire, and Zola.",references/wedding-demand-evidence-2026-08-22.md#wedding-budget,Root Library internal hypothesis | Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/content/wedding-planning-spreadsheet | https://www.weddingwire.com/wedding-planning.html | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,
root-wedding-checklist,wedding checklist,x wedding checklist,,domain,domain_pattern,plan,resource,wedding,wedding checklist; wedding planning checklist,verified,L2,"Observed dedicated wedding-planning checklist demand across The Knot, WeddingWire, and Zola.",references/wedding-demand-evidence-2026-08-22.md#wedding-checklist,Root Library internal hypothesis | Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/wedding-checklist | https://www.weddingwire.com/wedding-checklists.html | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,
root-wedding-timeline,wedding timeline,x wedding timeline,,domain,domain_pattern,plan,resource,wedding,wedding day timeline; wedding planning timeline,verified,L2,Observed recurring month-by-month wedding timeline/planning demand across The Knot and Zola.,references/wedding-demand-evidence-2026-08-22.md#wedding-timeline,Root Library internal hypothesis | Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/content/12-month-wedding-planning-countdown | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,
root-closing-costs,closing costs,x closing costs,,domain,domain_topic,price,commercial,real_estate,closing cost calculator; average closing costs,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-travel-cost,travel cost,x travel cost,,domain,domain_pattern,price,commercial,travel,japan trip cost; iceland travel cost,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-relationship-questions,relationship questions,x relationship questions,,domain,domain_pattern,relationship,interactive,relationships,relationship questions; questions for couples,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-brew-time,brew time,x brew time,,domain,domain_topic,time,informational,coffee,cold brew time; pour over brew time,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-meteor-shower-calendar,meteor shower calendar,meteor shower calendar,,domain,domain_pattern,time,resource,astronomy,meteor shower calendar; meteor showers tonight,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
